clienteID,churn,genero,tercera_edad,tiene_pareja,tiene_dependientes,antiguedadContrato_Meses,telefono_suscripcion,telefono_lineas_multiples,internet_suscripcion,seguridadOnline_suscripcion,backupOnline_suscripcion,proteccionDispositivos_suscripcion,soporteTecnico_suscripcion,tvDigital_suscripcion,peliculasDigitales_suscripcion,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,pago_automatico,tipo_servicio_internet,cargos_diarios,ambasSuscripciones
5439-WIKXB,False,M,True,True,False,41,True,False,True,False,True,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,94.55,3851.45,False,FIBRA OPTICA,3.1516666666666664,True
5440-FLBQG,True,M,True,True,False,69,True,True,True,False,True,True,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,108.4,7318.2,True,FIBRA OPTICA,3.6133333333333337,True
5440-VHLUL,False,M,False,False,False,69,True,True,True,False,True,False,True,True,True,ANUAL,True,TRANSFERENCIA BANCARIA,105.2,7386.05,True,FIBRA OPTICA,3.506666666666667,True
5442-BHQNG,False,F,False,False,False,2,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,70.35,139.25,False,FIBRA OPTICA,2.3449999999999998,True
5442-BXVND,False,F,False,True,True,33,True,True,False,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,24.25,838.5,True,SIN SUSCRIPCIÓN A INTERNET,0.8083333333333333,False
5442-PPTJY,False,M,False,True,True,12,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,19.7,258.35,False,SIN SUSCRIPCIÓN A INTERNET,0.6566666666666666,False
5442-UTCVD,True,M,False,False,True,3,True,True,True,False,False,True,False,False,True,MENSUAL,False,CHEQUE ELECTRONICO,91.85,257.05,False,FIBRA OPTICA,3.0616666666666665,True
5442-XSDCW,True,M,False,True,True,11,True,False,True,False,False,False,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,79.5,868.5,True,FIBRA OPTICA,2.65,True
5443-SCMKX,False,F,False,True,False,58,True,True,True,False,True,True,False,False,True,ANUAL,True,CHEQUE ELECTRONICO,94.3,5610.15,False,FIBRA OPTICA,3.143333333333333,True
5445-GLVOT,False,F,False,False,False,22,True,False,True,True,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,49.8,1049.05,False,DSL,1.66,True
5445-PZWGX,True,M,False,False,False,62,True,True,True,True,True,False,True,False,True,ANUAL,False,CHEQUE ELECTRONICO,102.0,6529.25,False,FIBRA OPTICA,3.4,True
5445-UTODQ,True,F,False,True,False,7,True,False,True,False,False,False,False,True,False,MENSUAL,True,CHEQUE ELECTRONICO,81.1,576.65,False,FIBRA OPTICA,2.703333333333333,True
5446-DKWYW,False,F,True,True,True,61,True,True,True,False,False,True,False,True,False,ANUAL,True,CHEQUE ELECTRONICO,65.2,3965.05,False,DSL,2.1733333333333333,True
5447-VYTKW,False,M,False,False,False,27,True,False,True,True,False,False,True,False,False,MENSUAL,False,CHEQUE POSTAL,53.45,1461.45,False,DSL,1.7816666666666667,True
5447-WZAFP,False,F,False,False,False,53,True,False,True,False,True,True,False,True,True,ANUAL,True,CHEQUE POSTAL,100.3,5200.8,False,FIBRA OPTICA,3.3433333333333333,True
5448-VWNAM,False,F,False,False,True,19,True,True,True,True,True,False,True,True,False,MENSUAL,True,CHEQUE POSTAL,75.9,1375.6,False,DSL,2.5300000000000002,True
5449-FIBXJ,True,M,False,True,True,19,True,True,True,False,False,True,True,True,True,MENSUAL,False,CHEQUE ELECTRONICO,103.3,2012.7,False,FIBRA OPTICA,3.4433333333333334,True
5451-MHQOF,False,M,False,True,True,56,True,True,False,False,False,False,False,False,False,ANUAL,True,CHEQUE POSTAL,24.45,1431.65,False,SIN SUSCRIPCIÓN A INTERNET,0.815,False
5451-YHYPW,False,F,True,True,False,72,True,True,True,True,True,True,True,True,True,BIENAL,True,TARJETA CREDITO,115.75,8443.7,True,FIBRA OPTICA,3.8583333333333334,True
5453-AXEPF,False,M,False,True,False,17,True,True,True,False,True,False,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,80.5,1336.9,True,FIBRA OPTICA,2.683333333333333,True
5453-YBTWV,False,M,False,True,True,70,True,False,True,True,True,True,True,True,False,BIENAL,True,TARJETA CREDITO,101.1,6994.8,True,FIBRA OPTICA,3.3699999999999997,True
5456-ITGIC,False,M,True,True,False,72,False,False,True,True,True,True,True,True,True,BIENAL,True,TARJETA CREDITO,64.45,4641.1,True,DSL,2.1483333333333334,False
5457-COLHT,False,M,False,True,True,69,True,False,True,True,True,False,True,True,True,BIENAL,False,TRANSFERENCIA BANCARIA,80.65,5542.55,True,DSL,2.6883333333333335,True
5458-CQJTA,True,M,False,True,True,65,True,False,True,True,False,False,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,74.8,4820.15,True,DSL,2.493333333333333,True
5461-QKNTN,False,M,True,True,False,43,True,True,True,False,True,False,True,True,False,MENSUAL,True,CHEQUE ELECTRONICO,94.3,3953.15,False,FIBRA OPTICA,3.143333333333333,True
5465-BUBFA,False,F,False,True,True,41,True,False,False,False,False,False,False,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,19.3,772.4,True,SIN SUSCRIPCIÓN A INTERNET,0.6433333333333333,False
5468-BPMMO,False,M,False,True,False,46,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,19.6,851.2,False,SIN SUSCRIPCIÓN A INTERNET,0.6533333333333334,False
5469-CTCWN,True,M,False,True,True,61,True,True,True,True,True,False,False,True,True,ANUAL,True,CHEQUE ELECTRONICO,106.0,6547.7,False,FIBRA OPTICA,3.533333333333333,True
5469-NUJUR,False,M,False,False,False,19,True,False,False,False,False,False,False,False,False,BIENAL,True,CHEQUE POSTAL,19.95,373.5,False,SIN SUSCRIPCIÓN A INTERNET,0.6649999999999999,False
5472-CVMDX,False,F,False,False,False,68,False,False,True,True,False,True,True,False,False,BIENAL,False,CHEQUE POSTAL,38.9,2719.2,False,DSL,1.2966666666666666,False
5473-KHBPS,False,F,False,True,True,52,True,True,True,False,True,True,False,True,False,ANUAL,True,TARJETA CREDITO,95.7,4976.15,True,FIBRA OPTICA,3.19,True
5474-LAMUQ,False,M,False,True,False,24,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,20.1,533.9,False,SIN SUSCRIPCIÓN A INTERNET,0.67,False
5478-JJVZK,False,F,False,False,False,33,True,True,True,True,True,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,60.9,2033.85,False,DSL,2.03,True
5480-HPRRX,True,F,True,False,False,3,False,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,25.3,77.75,False,DSL,0.8433333333333334,False
5480-TBGPH,True,F,False,True,False,24,True,False,True,False,True,True,False,True,True,MENSUAL,True,TARJETA CREDITO,99.3,2431.35,True,FIBRA OPTICA,3.31,True
5480-XTFFL,False,F,False,True,True,31,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,21.0,697.7,False,SIN SUSCRIPCIÓN A INTERNET,0.7,False
5481-NTDOH,False,F,True,True,False,67,True,True,True,True,False,True,False,True,True,ANUAL,True,TARJETA CREDITO,107.05,7142.5,True,FIBRA OPTICA,3.5683333333333334,True
5482-NUPNA,True,F,False,False,False,4,True,False,True,True,True,False,True,False,False,MENSUAL,True,CHEQUE POSTAL,60.4,272.15,False,DSL,2.013333333333333,True
5482-PLVPE,True,F,True,False,False,2,False,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,24.35,41.85,False,DSL,0.8116666666666668,False
5482-VXSXJ,False,M,False,False,False,22,True,False,True,False,True,False,False,True,True,MENSUAL,True,CHEQUE POSTAL,93.2,2157.3,False,FIBRA OPTICA,3.106666666666667,True
5485-ITNPC,False,M,False,True,False,66,True,False,True,True,True,True,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,85.9,5595.3,True,DSL,2.8633333333333337,True
5485-WUYWF,True,M,True,False,False,2,True,False,True,True,False,True,False,True,False,MENSUAL,False,TRANSFERENCIA BANCARIA,66.4,94.55,True,DSL,2.2133333333333334,True
5493-SDRDQ,True,M,False,False,False,2,True,False,True,True,False,True,False,False,False,MENSUAL,True,CHEQUE POSTAL,55.1,113.35,False,DSL,1.8366666666666667,True
5494-HECPR,True,F,False,False,False,1,True,False,True,False,False,False,False,True,False,MENSUAL,True,CHEQUE ELECTRONICO,80.25,80.25,False,FIBRA OPTICA,2.675,True
5494-WOZRZ,False,F,False,True,True,71,True,False,True,True,False,True,True,True,True,BIENAL,True,TARJETA CREDITO,82.0,5999.85,True,DSL,2.7333333333333334,True
5495-GPSRW,False,M,False,False,False,20,True,False,False,False,False,False,False,False,False,BIENAL,True,CHEQUE POSTAL,19.7,419.4,False,SIN SUSCRIPCIÓN A INTERNET,0.6566666666666666,False
5498-IBWPI,False,F,False,True,True,66,True,False,True,False,False,False,True,False,False,ANUAL,True,TARJETA CREDITO,49.4,3251.85,True,DSL,1.6466666666666667,True
5498-TXHLF,True,F,False,True,True,34,True,True,True,False,False,True,False,True,False,MENSUAL,False,CHEQUE ELECTRONICO,87.45,2874.15,False,FIBRA OPTICA,2.915,True
5499-ECUTN,False,F,False,True,False,47,True,False,True,True,False,True,False,True,False,ANUAL,True,TARJETA CREDITO,66.05,3021.45,True,DSL,2.2016666666666667,True
5499-MBERC,True,M,False,False,False,3,False,False,True,False,True,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,29.6,79.45,False,DSL,0.9866666666666667,False
5501-TVMGM,False,M,False,False,False,1,True,False,True,False,False,False,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,55.25,55.25,False,DSL,1.8416666666666666,True
5502-RLUYV,True,F,False,True,True,69,True,True,True,False,True,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,103.95,7446.9,False,FIBRA OPTICA,3.4650000000000003,True
5504-WSIUR,False,F,False,False,False,70,True,True,True,False,True,True,True,False,False,ANUAL,True,TRANSFERENCIA BANCARIA,90.25,6385.95,True,FIBRA OPTICA,3.0083333333333333,True
5505-OVWQW,False,F,False,False,False,17,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,20.15,353.65,False,SIN SUSCRIPCIÓN A INTERNET,0.6716666666666666,False
5510-BOIUJ,True,M,False,False,True,1,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,19.25,19.25,False,SIN SUSCRIPCIÓN A INTERNET,0.6416666666666667,False
5512-IDZEI,False,M,False,True,True,46,True,True,False,False,False,False,False,False,False,ANUAL,False,CHEQUE ELECTRONICO,24.9,1174.8,False,SIN SUSCRIPCIÓN A INTERNET,0.83,False
5514-YQENT,False,M,False,False,True,41,True,False,True,True,True,True,True,True,True,BIENAL,True,CHEQUE ELECTRONICO,111.15,4507.15,False,FIBRA OPTICA,3.705,True
5515-AKOAJ,True,F,False,False,False,54,True,True,True,False,False,False,True,True,True,MENSUAL,True,CHEQUE ELECTRONICO,100.1,5440.9,False,FIBRA OPTICA,3.3366666666666664,True
5515-IDEJJ,True,M,False,True,True,1,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,19.9,19.9,False,SIN SUSCRIPCIÓN A INTERNET,0.6633333333333333,False
5515-RUGKN,False,M,False,False,False,8,True,False,True,False,False,False,False,False,True,MENSUAL,True,TARJETA CREDITO,54.75,438.05,True,DSL,1.825,True
5519-NPHVG,True,F,False,False,False,12,True,True,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,94.2,1046.1,False,FIBRA OPTICA,3.14,True
5519-TEEUH,False,M,False,False,True,33,True,False,False,False,False,False,False,False,False,ANUAL,True,CHEQUE POSTAL,20.15,682.15,False,SIN SUSCRIPCIÓN A INTERNET,0.6716666666666666,False
5519-YLDGW,True,F,False,True,False,21,True,True,True,True,False,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,103.9,2254.2,False,FIBRA OPTICA,3.4633333333333334,True
5520-FVEWJ,True,F,False,True,True,12,True,True,True,False,True,True,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,84.5,916.9,False,FIBRA OPTICA,2.816666666666667,True
5522-JBWMO,False,M,False,False,True,1,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,44.0,44.0,False,DSL,1.4666666666666666,True
5522-NYKPB,False,M,False,True,True,25,True,False,True,False,False,False,True,True,False,MENSUAL,False,CHEQUE ELECTRONICO,85.9,2199.05,False,FIBRA OPTICA,2.8633333333333337,True
5524-KHNJP,False,M,False,True,True,33,True,False,True,True,False,True,False,True,True,ANUAL,False,TARJETA CREDITO,74.75,2453.3,True,DSL,2.4916666666666667,True
5527-ACHSO,False,F,False,False,False,11,True,False,True,False,False,False,True,True,True,MENSUAL,False,CHEQUE POSTAL,70.5,829.3,False,DSL,2.35,True
5529-GIBVH,False,F,False,False,False,47,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,20.15,1046.2,False,SIN SUSCRIPCIÓN A INTERNET,0.6716666666666666,False
5533-NHFRF,False,M,True,False,False,7,False,False,True,False,True,False,True,False,True,MENSUAL,True,CHEQUE ELECTRONICO,44.4,265.8,False,DSL,1.48,False
5533-RJFTJ,False,M,False,False,False,49,False,False,True,False,False,True,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,30.2,1453.1,True,DSL,1.0066666666666666,False
5536-RTPWK,True,M,False,True,False,49,True,True,True,False,True,False,False,True,True,MENSUAL,True,TRANSFERENCIA BANCARIA,99.05,4853.75,True,FIBRA OPTICA,3.3016666666666667,True
5536-SLHPM,True,F,False,True,False,55,True,True,True,False,False,True,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,77.75,4458.15,False,FIBRA OPTICA,2.591666666666667,True
5537-UXXVS,False,F,False,True,False,20,True,False,False,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,19.25,375.25,True,SIN SUSCRIPCIÓN A INTERNET,0.6416666666666667,False
5539-HIVAK,False,F,True,True,False,28,True,True,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,25.7,734.6,False,SIN SUSCRIPCIÓN A INTERNET,0.8566666666666667,False
5539-TMZLF,True,M,True,False,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,69.75,69.75,False,FIBRA OPTICA,2.325,True
5542-DHSXL,False,F,False,True,False,4,True,False,True,True,True,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,54.7,235.05,False,DSL,1.8233333333333335,True
5542-NKVRU,False,F,False,False,False,42,True,False,False,False,False,False,False,False,False,BIENAL,True,TRANSFERENCIA BANCARIA,20.75,844.45,True,SIN SUSCRIPCIÓN A INTERNET,0.6916666666666667,False
5542-TBBWB,False,M,False,False,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,69.9,69.9,False,FIBRA OPTICA,2.33,True
5543-QDCRY,False,M,False,False,False,4,True,False,True,False,False,False,False,True,False,MENSUAL,True,CHEQUE ELECTRONICO,56.4,234.85,False,DSL,1.88,True
5546-BYZSM,False,F,False,False,False,41,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,20.45,775.6,False,SIN SUSCRIPCIÓN A INTERNET,0.6816666666666666,False
5546-QUERU,False,M,False,False,False,13,True,False,False,False,False,False,False,False,False,ANUAL,True,CHEQUE POSTAL,19.95,257.0,False,SIN SUSCRIPCIÓN A INTERNET,0.6649999999999999,False
5549-ZGHFB,False,M,False,True,True,50,True,True,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,24.95,1261.45,False,SIN SUSCRIPCIÓN A INTERNET,0.8316666666666667,False
5550-VFRLC,True,F,True,False,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,69.85,69.85,False,FIBRA OPTICA,2.328333333333333,True
5552-ZNFSJ,True,M,False,False,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,45.3,45.3,False,DSL,1.51,True
5553-AOINX,False,F,True,True,True,66,True,True,True,False,True,True,False,True,True,ANUAL,True,CHEQUE ELECTRONICO,104.9,6891.45,False,FIBRA OPTICA,3.496666666666667,True
5555-RNPGT,False,M,False,False,True,10,True,True,False,False,False,False,False,False,False,MENSUAL,False,TARJETA CREDITO,24.8,223.9,True,SIN SUSCRIPCIÓN A INTERNET,0.8266666666666667,False
5561-NWEVX,True,F,True,True,False,2,True,True,True,False,False,True,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,79.2,172.85,False,FIBRA OPTICA,2.64,True
5562-BETPV,False,M,False,True,True,1,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,19.65,19.65,False,SIN SUSCRIPCIÓN A INTERNET,0.6549999999999999,False
5562-YJQGT,False,F,False,False,False,2,True,False,False,False,False,False,False,False,False,MENSUAL,False,TARJETA CREDITO,20.35,35.1,True,SIN SUSCRIPCIÓN A INTERNET,0.6783333333333333,False
5564-NEMQO,True,F,True,False,False,1,True,False,True,False,False,True,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,75.3,75.3,True,FIBRA OPTICA,2.51,True
5565-FILXA,True,F,True,False,False,16,True,True,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,96.15,1529.2,False,FIBRA OPTICA,3.205,True
5566-SOEZD,False,M,False,True,True,27,True,False,True,True,True,False,False,False,False,ANUAL,True,TARJETA CREDITO,80.65,2209.75,True,FIBRA OPTICA,2.6883333333333335,True
5567-GZKQY,False,M,False,False,False,58,True,False,False,False,False,False,False,False,False,BIENAL,False,TARJETA CREDITO,20.3,1131.5,True,SIN SUSCRIPCIÓN A INTERNET,0.6766666666666666,False
5567-WSELE,True,M,True,True,False,3,True,True,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,94.6,279.55,False,FIBRA OPTICA,3.1533333333333333,True
5568-DMXZS,False,F,False,False,False,8,True,False,True,False,True,False,True,True,False,MENSUAL,True,CHEQUE ELECTRONICO,65.45,554.45,False,DSL,2.1816666666666666,True
5569-IDSEY,False,M,False,True,False,71,True,True,True,False,True,True,False,True,True,ANUAL,True,TRANSFERENCIA BANCARIA,105.7,7472.15,True,FIBRA OPTICA,3.5233333333333334,True
5569-KGJHX,True,F,False,True,True,9,True,True,True,False,False,False,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,85.35,754.65,True,FIBRA OPTICA,2.8449999999999998,True
5569-OUICF,True,F,True,True,False,28,True,True,True,False,False,False,True,True,True,MENSUAL,True,TARJETA CREDITO,101.3,2812.2,True,FIBRA OPTICA,3.3766666666666665,True
5570-PTWEH,True,F,False,True,False,3,True,True,True,False,False,False,False,False,False,MENSUAL,True,TARJETA CREDITO,75.15,216.75,True,FIBRA OPTICA,2.5050000000000003,True
5570-ZGMEU,True,M,False,True,True,72,True,False,True,True,False,True,True,True,True,BIENAL,True,TARJETA CREDITO,104.9,7559.55,True,FIBRA OPTICA,3.496666666666667,True
5572-ZDXHY,True,F,False,False,False,22,True,False,True,False,True,False,False,False,True,MENSUAL,True,CHEQUE POSTAL,84.3,1855.65,False,FIBRA OPTICA,2.81,True
5574-NXZIU,False,M,False,False,False,63,True,False,True,True,True,True,True,True,True,BIENAL,False,TARJETA CREDITO,109.2,7049.75,True,FIBRA OPTICA,3.64,True
5575-GNVDE,False,M,False,False,False,34,True,False,True,True,False,True,False,False,False,ANUAL,False,CHEQUE POSTAL,56.95,1889.5,False,DSL,1.8983333333333334,True
5575-TPIZQ,False,M,False,False,False,46,True,True,True,True,False,False,False,True,False,MENSUAL,True,TARJETA CREDITO,89.15,4245.55,True,FIBRA OPTICA,2.9716666666666667,True
5577-OTWWW,True,F,False,False,False,15,True,False,False,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,19.75,297.3,True,SIN SUSCRIPCIÓN A INTERNET,0.6583333333333333,False
5578-NKCXI,False,F,False,True,True,58,True,False,True,True,True,False,False,True,True,ANUAL,False,TARJETA CREDITO,99.25,5846.65,True,FIBRA OPTICA,3.308333333333333,True
5583-EJXRD,False,M,False,True,True,44,False,False,True,True,True,True,True,False,True,BIENAL,True,TARJETA CREDITO,54.05,2375.2,True,DSL,1.8016666666666665,False
5583-SXDAG,True,M,False,True,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,70.0,70.0,False,FIBRA OPTICA,2.3333333333333335,True
5585-WEFDD,True,F,False,True,True,4,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,20.35,76.35,False,SIN SUSCRIPCIÓN A INTERNET,0.6783333333333333,False
5590-BYNII,True,M,False,False,False,22,True,True,True,True,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,100.75,2095.0,False,FIBRA OPTICA,3.3583333333333334,True
5590-YRFJT,True,F,False,True,False,20,False,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,24.45,482.8,False,DSL,0.815,False
5590-ZSKRV,False,F,False,True,True,8,True,False,True,True,True,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,54.65,482.25,False,DSL,1.8216666666666665,True
5593-SUAOO,False,F,False,True,True,24,True,True,True,False,True,True,False,False,False,ANUAL,False,TRANSFERENCIA BANCARIA,83.15,2033.05,True,FIBRA OPTICA,2.771666666666667,True
5597-GLBUC,True,F,False,False,False,1,True,False,True,False,False,True,False,True,False,MENSUAL,True,CHEQUE ELECTRONICO,85.45,85.45,False,FIBRA OPTICA,2.8483333333333336,True
5598-IKHQQ,False,F,False,False,False,72,True,True,False,False,False,False,False,False,False,BIENAL,False,TARJETA CREDITO,25.45,1866.45,True,SIN SUSCRIPCIÓN A INTERNET,0.8483333333333333,False
5599-HVLTW,False,F,True,False,False,14,True,True,True,False,False,True,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,80.35,1058.1,True,FIBRA OPTICA,2.6783333333333332,True
5600-KTXFM,False,M,False,True,True,2,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,69.95,143.9,False,FIBRA OPTICA,2.3316666666666666,True
5600-PDUJF,False,M,False,False,False,6,True,False,True,False,False,False,True,False,False,MENSUAL,True,TARJETA CREDITO,49.5,312.7,True,DSL,1.65,True
5602-BVFMK,False,F,False,False,False,12,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,19.3,228.75,False,SIN SUSCRIPCIÓN A INTERNET,0.6433333333333333,False
5605-IYGFG,False,F,False,False,False,7,True,False,True,False,False,False,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,69.85,515.45,True,FIBRA OPTICA,2.328333333333333,True
5605-XNWEN,False,M,True,True,False,72,True,True,False,False,False,False,False,False,False,BIENAL,True,TRANSFERENCIA BANCARIA,25.0,1802.55,True,SIN SUSCRIPCIÓN A INTERNET,0.8333333333333334,False
5606-AMZBO,False,F,False,True,False,10,True,True,True,True,False,False,False,False,False,MENSUAL,True,TARJETA CREDITO,78.15,765.15,True,FIBRA OPTICA,2.605,True
5609-CEBID,True,F,True,False,False,20,True,True,True,False,True,True,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,94.1,1782.4,False,FIBRA OPTICA,3.1366666666666663,True
5609-IMCGG,False,F,False,False,False,15,True,True,True,True,False,True,False,False,False,MENSUAL,True,TARJETA CREDITO,84.35,1302.65,True,FIBRA OPTICA,2.8116666666666665,True
5614-DNZCE,False,F,False,False,False,58,True,False,True,True,True,True,True,False,False,BIENAL,True,TARJETA CREDITO,64.9,3795.45,True,DSL,2.1633333333333336,True
5616-PRTNT,True,M,False,False,True,20,True,False,False,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,19.4,374.5,False,SIN SUSCRIPCIÓN A INTERNET,0.6466666666666666,False
5619-PTMIK,False,F,False,True,False,46,True,True,True,True,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,53.1,2459.8,False,DSL,1.77,True
5619-XZZKR,False,M,False,False,False,4,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,19.95,68.2,False,SIN SUSCRIPCIÓN A INTERNET,0.6649999999999999,False
5622-UEJFI,False,F,False,True,True,35,True,True,False,False,False,False,False,False,False,BIENAL,True,TARJETA CREDITO,25.4,949.8,True,SIN SUSCRIPCIÓN A INTERNET,0.8466666666666666,False
5624-BQSSA,True,F,False,False,False,1,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,20.95,20.95,False,SIN SUSCRIPCIÓN A INTERNET,0.6983333333333334,False
5624-RYAMH,False,F,False,False,False,9,True,False,False,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,19.5,178.85,False,SIN SUSCRIPCIÓN A INTERNET,0.65,False
5626-MGTUK,False,F,False,False,False,20,True,True,True,True,False,False,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,89.1,1879.25,True,FIBRA OPTICA,2.9699999999999998,True
5627-TVBPP,False,F,False,False,True,35,True,False,False,False,False,False,False,False,False,ANUAL,True,TARJETA CREDITO,20.1,644.5,True,SIN SUSCRIPCIÓN A INTERNET,0.67,False
5628-FCGYG,False,M,False,False,False,21,True,True,True,False,False,False,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,84.1,1737.45,False,FIBRA OPTICA,2.8033333333333332,True
5628-RKIFK,False,F,True,False,False,49,True,True,True,True,False,False,False,True,True,MENSUAL,False,TARJETA CREDITO,101.55,5070.4,True,FIBRA OPTICA,3.385,True
5630-AHZIL,False,F,False,False,True,3,True,False,True,True,False,False,True,False,True,MENSUAL,True,TRANSFERENCIA BANCARIA,64.5,177.4,True,DSL,2.15,True
5630-IXDXV,False,F,False,False,False,47,True,True,True,False,True,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,106.35,4849.1,False,FIBRA OPTICA,3.545,True
5639-NTUPK,False,M,False,False,True,13,True,False,True,True,False,False,False,False,False,MENSUAL,True,TARJETA CREDITO,52.1,670.65,True,DSL,1.7366666666666668,True
5640-CAXOA,False,F,False,False,False,30,False,False,True,False,False,False,True,False,True,ANUAL,True,TARJETA CREDITO,40.35,1187.05,True,DSL,1.345,False
5641-DMBFJ,False,F,False,True,False,58,True,True,True,True,False,True,True,True,True,BIENAL,True,CHEQUE ELECTRONICO,84.3,4916.4,False,DSL,2.81,True
5642-MHDQT,False,F,False,True,True,53,True,False,False,False,False,False,False,False,False,ANUAL,True,TRANSFERENCIA BANCARIA,19.85,1039.45,True,SIN SUSCRIPCIÓN A INTERNET,0.6616666666666667,False
5644-PDMZC,True,F,True,False,False,2,True,True,True,False,True,False,False,False,True,MENSUAL,False,CHEQUE ELECTRONICO,89.5,161.5,False,FIBRA OPTICA,2.9833333333333334,True
5647-FXOTP,False,F,True,True,False,60,True,True,True,False,True,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,105.9,6401.25,False,FIBRA OPTICA,3.5300000000000002,True
5647-URDKA,False,M,False,True,True,8,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,19.7,130.25,False,SIN SUSCRIPCIÓN A INTERNET,0.6566666666666666,False
5649-ANRML,True,M,True,False,False,2,True,False,True,False,True,True,True,False,True,MENSUAL,True,TARJETA CREDITO,95.1,180.25,True,FIBRA OPTICA,3.17,True
5649-RXQTV,False,M,False,False,False,51,True,False,True,False,True,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,99.0,5038.15,False,FIBRA OPTICA,3.3,True
